Artist Name,Track Name,Danceability,Energy,Loudness,Mode,Speechiness,Acousticness,Liveness,Valence,Tempo,Duration,Time Signature
CV Vision,Gleiten,0.628,0.89,-10.035,0,0.0566,0.482,0.228,8.09e-06,90.037,897708.0,4
Goat,Goatfuzz,0.426,0.899,-2.658,0,0.0301,0.000546,0.17,5.62e-06,79.07,416760.0,4
Jagwar Twin,Happy Face,0.396,0.77,-4.728,1,0.06,0.0184,0.12,4.1199999999999995e-06,177.542,170733.0,4
The Beach Boys,I Get Around (Mono),0.39,0.625,-7.813,0,0.0537,0.36,0.0663,5.14e-06,144.338,2.23978333,4
Pale Saints,Ordeal,0.503,0.541,-15.489,1,0.0335,7.82e-05,0.262,6.13e-06,121.503,238227.0,3
The Amazons,Doubt It,0.61,0.884,-4.612,0,0.0347,0.000264,0.0892,5.46e-06,113.968,291360.0,4
Lata Mangeshkar,Har Khushi Ho Wahan,0.29,0.354,-12.669,1,0.0366,0.988,0.203,4.6400000000000005e-06,148.927,3.483333333,4
Janis Joplin,"Try (Just A Little Bit Harder) - Live at The Woodstock Music & Art Fair, August 17, 1969",0.449,0.776,-10.474,1,0.162,0.134,0.201,5.86e-06,116.753,313107.0,4
Bktherula,Santanny,0.92,0.424,-5.24,1,0.226,0.00418,0.164,1.1600000000000001e-06,134.975,123542.0,4
Funeral For A Friend,The Great Wide Open,0.452,0.876,-2.512,1,0.0435,0.000523,0.268,4.45e-06,147.079,212360.0,4
James Blunt,You're Beautiful - Live in Ireland,0.406,0.429,-14.225,0,0.0462,0.642,0.961,4.71e-06,163.928,3.637783333,4
Nelly,Lil Bit,0.707,0.689,-7.097,0,0.0387,0.0255,0.383,4.1e-06,119.987,195962.0,4
Fall Out Boy,Irresistible,0.484,0.938,-3.123,1,0.112,0.0706,0.236,4.44e-06,165.049,206507.0,4
Geeta Dutt,Dagmag Dagmag Dole Naiyaa,0.502,0.109,-17.85,1,0.126,0.983,0.227,7.7e-06,147.786,3.213333333,4
Buddy Guy,"Damn Right, I've Got the Blues",0.353,0.921,-5.64,1,0.0758,0.0488,0.314,5.2600000000000005e-06,145.589,271653.0,3
Flasher,Punching Up,0.267,0.734,-7.999,1,0.0727,0.00186,0.116,3.07e-06,207.72,211494.0,4
"Big Red Machine, Taylor Swift",Renegade (feat. Taylor Swift),0.532,0.708,-8.121,1,0.0505,0.435,0.107,5.86e-06,167.977,4.24111667,4
Westlife,Love Can Build a Bridge,0.409,0.447,-6.047,1,0.0283,0.613,0.167,2.58e-06,129.464,3.921333333,4
Chevelle,Self Destructor,0.473,0.898,-3.537,0,0.0363,7.34e-06,0.311,4.05e-06,104.031,347941.0,4
Stormzy,Vossi Bop,0.682,0.653,-6.062,1,0.339,0.13,0.129,4.28e-06,188.115,196267.0,4
KIDDO,My 100,0.598,0.738,-5.518,0,0.0472,0.255,0.245,3.74e-06,120.01,155700.0,4
The Rolling Stones,Gimme Shelter,0.634,0.63,-8.277,0,0.031,0.447,0.17,4.89e-06,118.628,270773.0,4
The Physics House Band,Teratology,0.327,0.881,-7.981,0,0.047,0.00279,0.224,2.21e-06,100.922,385360.0,4
Vantage,Dancing All Night,0.786,0.811,-4.85,1,0.276,0.0191,0.363,6.19e-06,120.068,235000.0,4
Valis Ablaze,Elevation (feat. White Dove),0.193,0.976,-4.451,1,0.205,6.43e-05,0.115,2.66e-06,170.06,327999.0,5
Tom Misch,It Runs Through Me,0.802,0.607,-11.028,0,0.289,0.205,0.246,2.74e-06,96.916,261881.0,4
The Dangerous Summer,Fuck Them All,0.539,0.887,-6.935,1,0.037,0.0161,0.267,4.48e-06,100.017,196800.0,4
42 Dugg,Judge Please,0.662,0.797,-5.954,1,0.308,0.0561,0.0486,6.06e-06,183.909,123961.0,4
Alabama,Tennessee River,0.392,0.608,-9.797,1,0.0719,0.289,0.261,5.649999999999999e-06,95.381,3.052,4
Who Boy,Motorboat,0.695,0.57,-6.151,1,0.027,0.326,0.377,5.48e-06,94.976,205121.0,4
Yung Mal,Walkin (feat. Pooh Shiesty),0.911,0.651,-6.043,1,0.349,0.00338,0.112,6.1499999999999996e-06,135.974,190709.0,4
Temples,Mesmerise,0.383,0.777,-5.838,0,0.0344,0.000229,0.211,5.1700000000000005e-06,136.063,222089.0,4
Kenny Loggins,"Footloose - Live at Live Aid, John F. Kennedy Stadium, 13th July 1985",0.551,0.974,-4.776,1,0.0614,0.114,0.969,2.29e-06,87.71,4.239016667,4
Local Natives,Lemon [Feat. Sharon Van Etten],0.614,0.275,-8.744,1,0.027,0.904,0.118,3.03e-06,130.875,197880.0,3
Nine Inch Nails,Head Like A Hole,0.666,0.798,-11.26,1,0.0477,0.00848,0.585,4.42e-06,115.382,299680.0,4
John Mellencamp,Jack & Diane,0.811,0.41,-8.214,1,0.0391,0.0365,0.0799,6.26e-06,103.965,254493.0,4
Tulip,Sidewinder,0.111,0.917,-3.383,0,0.067,4.36e-06,0.404,1.78e-06,79.997,257125.0,3
Porridge Radio,Good For You,0.331,0.874,-7.521,0,0.06,0.317,0.342,4.14e-06,169.823,215581.0,4
Kanye West,Drive Slow,0.593,0.593,-8.216,1,0.289,0.0306,0.229,4.88e-06,81.291,272227.0,1
Jagwar Twin,Down to You,0.755,0.699,-5.929,1,0.065,0.00864,0.0803,6.11e-06,99.937,232074.0,4
The Stranglers,Skin Deep,0.639,0.812,-8.785,1,0.0308,0.133,0.117,7.850000000000001e-06,128.718,233187.0,4
Faye Webster,Cheers,0.613,0.376,-8.592,0,0.0377,0.0919,0.149,4.96e-06,170.2,195627.0,4
Apocalyptica,En Route To Mayhem,0.396,0.909,-6.522,0,0.0568,0.000615,0.0905,2.11e-06,100.074,328149.0,4
Nardo Wick,Who Want Smoke?,0.689,0.62,-7.684,1,0.295,0.00159,0.623,4.52e-06,75.488,152794.0,4
Mumford & Sons,Cold Arms,0.482,0.151,-12.259,1,0.0377,0.819,0.124,4.4699999999999997e-07,138.757,169907.0,4
Sir Sly,&Run,0.764,0.661,-8.276,1,0.0526,0.0203,0.179,4.79e-06,92.018,226587.0,4
Martin Garrix,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,0.66,0.733,-4.619,1,0.0359,0.248,0.17,3.04e-06,119.933,217000.0,4
Imagine Dragons,Smoke And Mirrors,0.601,0.636,-7.283,1,0.0283,0.0657,0.446,8.119999999999999e-07,109.987,260907.0,4
Thyla,Everything,0.503,0.584,-10.464,1,0.0611,0.00166,0.101,3.21e-06,157.028,265000.0,4
White Lies,Farewell To The Fairground,0.524,0.654,-9.047,1,0.037,8.95e-05,0.1,3.3300000000000003e-06,118.014,256720.0,4
Tanya Tucker,Delta Dawn,0.549,0.424,-12.892,1,0.0369,0.668,0.319,5.09e-06,76.783,2.973333333,4
The Pretty Things,Cries from the Midnight Circus,0.358,0.682,-9.123,1,0.0627,0.00536,0.104,6.969999999999999e-06,175.89,388200.0,4
Bob Dylan,Hurricane,0.509,0.827,-7.715,1,0.079,0.0409,0.12,7.43e-06,135.601,8.54555,4
Karnatriix,Delicately Tuned,0.555,0.22,-13.717,0,0.0381,0.617,0.321,2.38e-06,83.988,429707.0,4
HAIM,The Wire,0.548,0.632,-5.569,1,0.145,0.0126,0.0769,5.3500000000000004e-06,113.682,245800.0,4
Riff Cohen,TEMPO,0.676,0.588,-7.294,1,0.0312,0.361,0.0977,6.899999999999999e-06,150.203,219517.0,4
Million Dead,Smiling at Strangers on Trains,0.207,0.961,-5.017,1,0.0801,9.94e-05,0.331,3.43e-06,175.217,175253.0,4
Glen Glenn,One Cup of Coffee,0.6,0.644,-9.968,1,0.0331,0.542,0.134,9.509999999999999e-06,151.409,123600.0,4
Amy Shark,Love Songs Ain't for Us (feat. Keith Urban),0.396,0.351,-7.787,1,0.0655,0.591,0.158,2.45e-06,182.457,220867.0,3
Michigander,Misery,0.343,0.732,-5.189,1,0.044,0.00533,0.0685,3.92e-06,180.162,180772.0,4
Young the Giant,Cough Syrup,0.534,0.721,-7.307,0,0.0417,0.0343,0.115,2.25e-06,128.978,249520.0,3
Goodbye,"The Bros. Landreth, Mariel Buckley",0.629,0.423,-9.879,1,0.0274,0.624,0.0853,2.35e-06,139.907,3.8527,4
Frank Carter & The Rattlesnakes,Devil Inside Me,0.5,0.842,-5.337,1,0.103,0.00576,0.198,4.37e-06,98.618,178312.0,4
Ronnie Baker Brooks,Show Me (feat. Steve Cropper),0.623,0.87,-6.211,1,0.055,0.0715,0.179,8.53e-06,146.174,239387.0,4
Def Leppard,Pour Some Sugar On Me - Remastered 2017,0.267,0.953,-4.899,0,0.096,0.00211,0.283,5.68e-06,84.989,4.45511667,4
Tommy Flanagan,Naima,0.437,0.0375,-28.282,0,0.0403,0.797,0.114,1.26e-06,117.153,5.037333333,4
Shiv Hari,Obsession - Inst,0.655,0.952,-13.031,1,0.188,0.532,0.418,1.07e-06,99.132,2.290666667,4
whenyoung,Given Up,0.506,0.832,-3.913,1,0.0596,0.00154,0.087,3.2e-06,140.903,195587.0,4
Hollow Coves,Coastline,0.667,0.494,-11.286,1,0.0283,0.613,0.0589,4.11e-06,100.111,3.8994,4
Supergrass,Alright,0.467,0.958,-4.808,0,0.0775,0.000479,0.299,7.01e-06,145.92,180880.0,4
Scouting For Girls,This Ain't a Love Song,0.458,0.905,-4.157,1,0.0451,0.000431,0.378,5.53e-06,176.667,210680.0,4
Roxanne Shante,Roxanne's Revenge,0.614,0.924,-7.08,1,0.343,0.102,0.0402,6.47e-06,95.786,309488.0,4
Connie Smith,Once a Day,0.502,0.353,-9.957,1,0.0317,0.451,0.0583,7.51e-06,136.746,2.335333333,4
The Ocean,Jurassic | Cretaceous,0.562,0.782,-7.815,1,0.0579,0.0166,0.0628,1.81e-06,109.99,804933.0,3
Bully,Feel the Same,0.552,0.898,-5.593,1,0.0773,0.0736,0.407,4.57e-06,177.685,119453.0,4
Kings of Leon,Molly's Chambers,0.598,0.911,-3.97,1,0.0515,0.222,0.216,9.53e-06,146.469,134907.0,4
Ash,Girl From Mars,0.247,0.764,-7.718,1,0.0472,0.00542,0.16,5.03e-06,154.707,210200.0,4
Aiden,Die Romantic,0.381,0.96,-3.754,1,0.13,1.37e-05,0.0647,5.54e-06,119.998,220787.0,4
GB,No Love,0.77,0.691,-9.296,0,0.186,0.125,0.125,7.34e-06,96.921,279144.0,4
The Ogre Packet Slammers,Stay Out of My Swamp,0.39,0.889,-11.181,1,0.0754,5.82e-06,0.394,2.17e-06,139.955,184286.0,4
David Bowie,Let's Dance - 2002 Remaster,0.654,0.641,-9.771,1,0.0482,0.00535,0.209,7.94e-06,114.696,247600.0,4
Bush,Mad Love,0.366,0.726,-4.479,1,0.0332,0.000988,0.097,2.46e-06,137.124,238826.0,4
Son Little,neve give up,0.573,0.494,-8.938,0,0.0735,0.48,0.121,7.62e-06,149.883,221476.0,4
girl in red,You Stupid Bitch,0.521,0.833,-5.661,0,0.053,0.00721,0.272,7.64e-06,149.006,195952.0,4
Fr√∂st,Record Still Spinning,0.607,0.649,-8.463,1,0.0323,0.0432,0.117,6.93e-06,150.009,209630.0,4
Matt Maeson,Cringe - Stripped,0.752,0.276,-8.901,1,0.0463,0.876,0.103,2.7500000000000004e-06,126.135,223467.0,4
Stick Figure,Shine,0.77,0.672,-5.998,0,0.0539,0.0125,0.115,4.42e-06,169.974,269500.0,4
Jeremy J. Saks,The Theory of Sound,0.703,0.523,-18.168,0,0.0838,0.0541,0.0698,9.16e-06,170.042,158471.0,4
I Hate Myself,Caught in a Flood With the Captain of the Cheerleading Squad,0.326,0.54,-8.254,1,0.0391,0.000207,0.115,4.26e-06,93.443,206640.0,4
The Wombats,Cheetah Tongue,0.533,0.967,-3.066,1,0.057,0.0426,0.132,6.03e-06,95.008,219482.0,4
The Go-Go's,Club Zero,0.402,0.821,-10.185,1,0.0341,2.59e-06,0.113,7.1299999999999995e-06,75.512,180069.0,4
Masked Wolf,Astronaut In The Ocean,0.778,0.695,-6.865,0,0.0913,0.175,0.15,4.72e-06,149.996,2.213,4
t√∏m hughes,obvious,0.626,0.287,-19.453,0,0.415,0.898,0.229,2.68e-06,107.815,189239.0,4
Learnin' to Drown,Vincent Neil Emerson,0.567,0.311,-10.278,1,0.0409,0.825,0.0989,3.17e-06,93.483,4.887333333,4
Hinds,Riding Solo,0.399,0.91,-5.285,1,0.0482,0.000125,0.196,5.37e-06,175.978,216987.0,4
AC/DC,Realize,0.455,0.79,-4.049,1,0.0432,3.78e-06,0.0866,2.2e-06,125.964,217467.0,4
Ready For Mars,O.E.,0.47,0.857,-8.797,1,0.0966,0.00177,0.0581,3.9e-06,180.011,219014.0,4
Sebastian Yatra,Pareja Del A√±o,0.715,0.622,-5.102,0,0.046,0.163,0.0948,8.08e-06,80.015,195053.0,4
Sam Gellaitry,Duo,0.805,0.7,-3.064,0,0.155,0.0547,0.04,8.32e-06,127.034,126701.0,4
Robert Plant,Ship of Fools - 2006 Remaster,0.61,0.473,-6.594,1,0.0247,0.163,0.0905,2.31e-06,93.138,300587.0,4
Wolf Alice,The Last Man on Earth,0.253,0.293,-8.544,1,0.0338,0.308,0.115,1.17e-06,146.237,261217.0,4
James Brown,Say It Loud - I'm Black And I'm Proud - Pt. 1,0.85,0.66,-6.323,1,0.193,0.386,0.0449,9.260000000000001e-06,115.076,167187.0,4
Hether,Twinkle,0.663,0.459,-9.143,1,0.0365,0.0302,0.109,4.26e-06,140.166,194398.0,4
Phoenix,"Identical - From The Motion Picture ""On The Rocks""",0.627,0.761,-8.57,1,0.036,0.000237,0.135,6.72e-06,128.005,193263.0,4
Jimmy Eat World,The Middle,0.643,0.849,-5.428,1,0.0526,0.0371,0.058,9.03e-06,162.152,165853.0,4
While She Sleeps,NERVOUS,0.508,0.936,-4.743,1,0.12,0.01,0.0964,1.22e-06,123.967,246464.0,4
Lacey Sturm,State of Me,0.536,0.882,-4.013,1,0.0418,0.00578,0.103,5.92e-06,134.001,194775.0,4
Seasick Steve,Well Well Well,0.667,0.0614,-23.806,1,0.0465,0.935,0.1,4.81e-06,79.649,150733.0,4
Twenty One Pilots,Shy Away,0.588,0.856,-5.242,0,0.0316,0.000818,0.238,6.35e-06,96.966,175044.0,4
Highly Suspect,These Days - Acoustic,0.482,0.202,-11.093,1,0.0617,0.827,0.0889,3.3700000000000003e-06,177.175,265752.0,4
Holly Herndon,Last Gasp,0.215,0.49,-7.581,1,0.0325,0.152,0.116,1.09e-06,119.571,309519.0,4
Royal & the Serpent,phuck u,0.584,0.804,-6.094,1,0.0619,0.000968,0.284,6.35e-06,159.953,161037.0,4
Autumn Skies,On the Wings of an Owl (Hypnosis),0.233,0.971,-3.474,0,0.241,0.000579,0.319,2e-06,156.09,254267.0,4
Marked As An Enemy,Ghosts,0.242,0.972,-5.191,0,0.122,3.61e-05,0.256,8.5e-07,99.94,178901.0,4
W.A.S.P.,Wild Child,0.372,0.857,-7.816,0,0.0461,0.0608,0.187,3.89e-06,146.08,312400.0,4
Satellite Citi,Getaway,0.451,0.912,-4.33,1,0.0671,0.000452,0.348,5.13e-06,116.039,219141.0,4
Turntboi95,Prague,0.588,0.856,-11.107,0,0.287,0.0323,0.415,2.41e-06,107.005,161495.0,4
Hatena,SEN2333,0.669,0.801,-8.442,0,0.287,0.00492,0.225,1.97e-06,129.967,186462.0,4
Britney Spears,Do You Wanna Come Over?,0.751,0.696,-6.027,1,0.0657,0.00626,0.107,4.4600000000000005e-06,121.0,3.389333333,4
Eve 6,can we combine,0.424,0.873,-5.404,1,0.0542,0.202,0.0741,7.59e-06,180.042,154813.0,4
Saba,So and So,0.93,0.32,-11.715,0,0.0956,0.0139,0.148,9.77e-07,120.064,121280.0,4
pizzagirl,car freshener aftershave,0.603,0.724,-6.843,1,0.0265,0.00135,0.184,3.87e-06,129.984,243868.0,4
IndianRaga,Rangapuravihara 2.0,0.486,0.673,-5.051,1,0.036,0.236,0.126,3.07e-06,99.962,3.3,3
Jazmine Sullivan,Baltimore,0.748,0.622,-9.043,0,0.0699,0.0472,0.11,8.38e-06,79.949,303227.0,5
Dehd,Flying,0.397,0.512,-6.734,1,0.0307,0.241,0.1,7.65e-07,127.401,226679.0,4
Goat Girl,Anxiety Feels,0.61,0.543,-8.673,0,0.0419,0.175,0.155,6.22e-06,166.045,219640.0,4
The Rolling Stones,Beast Of Burden - Remastered,0.783,0.878,-3.864,0,0.0308,0.39,0.0426,8.85e-06,100.626,265173.0,4
Dean Lewis,Falling Up,0.654,0.756,-3.594,1,0.0534,0.648,0.0995,4.749999999999999e-06,103.551,206948.0,4
LEMONPARTY,Animal,0.237,0.962,-6.516,0,0.154,0.000774,0.335,1.83e-06,155.24,232980.0,4
Blu,Feet On The Ground,0.693,0.648,-8.465,0,0.0931,0.00958,0.846,8.15e-06,88.005,297875.0,4
Dissonants,Comforting Lies // Unpleasant Truths,0.251,0.977,-3.68,1,0.101,6.43e-05,0.0839,1.6e-06,175.232,226286.0,3
Dio,Rainbow In The Dark,0.508,0.912,-8.049,0,0.0368,7.06e-05,0.0492,6.820000000000001e-06,117.582,252693.0,4
AC/DC,For Those About to Rock (We Salute You),0.37,0.919,-5.721,1,0.102,0.000376,0.49,4.71e-06,134.021,344240.0,4
The Joy Formidable,Into the Blue - Single Edit,0.326,0.763,-5.804,0,0.0577,0.00795,0.328,5.92e-06,98.692,230000.0,4
The Ruts,Babylon's Burning,0.334,0.925,-8.521,0,0.0663,0.0219,0.186,5.77e-06,168.393,155187.0,4
The Struts,Body Talks,0.537,0.92,-3.438,0,0.274,0.00592,0.34,8.429999999999999e-06,185.703,177160.0,4
Galleons,"Hate the Player, Not the Game",0.483,0.937,-3.068,0,0.0502,0.000337,0.0765,4.06e-06,99.983,219291.0,4
TIMELESS,Right Here,0.535,0.896,-6.781,0,0.0369,2.64e-05,0.104,5.14e-06,125.066,213600.0,4
Sithu Aye,Dark Ages,0.475,0.818,-4.533,0,0.0537,0.0004,0.419,3.11e-06,160.032,403500.0,4
Bastille,Lethargy,0.661,0.843,-3.117,0,0.0427,0.0553,0.394,7.57e-06,128.001,204986.0,4
Cage The Elephant,Night Running,0.601,0.946,-2.298,0,0.0656,0.0661,0.388,5.7999999999999995e-06,141.929,208133.0,4
"Manna Dey, Lata Mangeshkar",Pyar Hua Iqrar Hua,0.466,0.452,-9.232,0,0.0321,0.678,0.0581,8.82e-06,126.696,4.35,4
Big Spring,Cold Foot,0.252,0.839,-4.651,1,0.0566,8.96e-06,0.274,3.84e-06,177.963,207895.0,4
Patrick Belaga,Sigh,0.187,0.152,-19.156,0,0.0359,0.992,0.112,1.57e-06,89.932,126320.0,4
Avalon (with Francesco Turrisi),"Rhiannon Giddens, Francesco Turrisi",0.569,0.48,-7.533,1,0.0412,0.781,0.1,3.5299999999999997e-06,123.7,3.913783333,5
LANY,up to me,0.664,0.721,-8.712,1,0.0367,0.0563,0.0745,7.47e-06,120.99,2.79933333,4
Johnny Winter,"Johnny B. Goode - Live at The Woodstock Music & Art Fair, August 18, 1969",0.326,0.798,-8.676,0,0.0555,0.00664,0.972,7.77e-06,163.619,336400.0,4
Saweetie,Risky (feat. Drakeo the Ruler),0.928,0.528,-8.375,1,0.293,0.019,0.115,2.59e-06,100.059,159152.0,4
BODEGA,How Did This Happen !?,0.649,0.791,-4.556,0,0.0515,0.136,0.181,8.77e-06,149.862,180938.0,4
Foster The People,The Things We Do,0.735,0.689,-4.575,0,0.0379,0.0204,0.0499,6.24e-06,114.983,252067.0,4
Flo Milli,May I,0.896,0.78,-3.547,1,0.202,0.0828,0.0857,8.5e-06,106.032,163019.0,4
Josh Turner,Would You Go With Me,0.605,0.864,-5.365,1,0.0292,0.13,0.113,7.36e-06,122.919,228187.0,4
Sabaton,Ghost Division,0.339,0.945,-3.016,1,0.059,8.78e-05,0.2,4.66e-06,176.213,231200.0,4
Britney Spears,Trouble for Me,0.731,0.674,-5.599,0,0.0452,0.00613,0.369,3.05e-06,125.938,3.33245,4
"Antonio Vivaldi, Jean-François Paillard, Frédéric Lodéon, Orchestre de chambre Jean-François Paillard","Vivaldi: Cello Concerto in C Major, RV 400: II. Largo",0.22,0.0485,-25.743,1,0.0472,0.977,0.104,3.9500000000000003e-07,97.025,2.853783333,4
Treasure Fingers,Cross The Dancefloor,0.811,0.662,-7.197,0,0.143,0.0695,0.235,9.7e-06,125.002,293631.0,4
ARXX,Iron Lung,0.314,0.869,-4.881,0,0.151,0.00373,0.375,5.16e-06,158.497,181371.0,4
Freddie King,Hide Away,0.626,0.503,-15.546,1,0.0385,0.306,0.128,8.16e-06,131.117,163347.0,4
Atalhos,Mesmo Cora√ß√£o - The Holydrug Couple Remix,0.427,0.655,-8.445,1,0.0315,0.228,0.096,2.93e-06,149.963,275393.0,4
Gwar,If You Want Blood (You Got It),0.505,0.959,-3.633,1,0.12,0.00955,0.118,4.1e-06,148.909,305541.0,4
Aastha Gill,Hermosa (feat. D Soldierz),0.854,0.64,-3.684,0,0.0425,0.0384,0.0848,4.86e-06,98.036,203136.0,4
Hockey Dad,I Missed Out,0.291,0.963,-3.881,0,0.0726,0.000146,0.173,3.06e-06,86.187,213448.0,4
Janis Joplin,Me and Bobby McGee,0.43,0.463,-10.96,1,0.0442,0.303,0.152,6.6e-06,93.405,4.52221667,4
Best Coast,Feeling Ok,0.438,0.913,-3.438,1,0.0558,0.000142,0.145,2.1e-06,118.963,196160.0,4
The Backyardigans,Into The Thick Of It!,0.703,0.0828,-14.178,1,0.139,0.825,0.13,5.7e-06,125.879,2.64755,4
Songhoy Blues,Sahara,0.473,0.766,-7.95,1,0.0448,0.00141,0.201,7.59e-06,98.466,183720.0,4
I Wonder Why,"Kacy & Clayton, Marlon Williams",0.381,0.565,-8.546,1,0.0314,0.577,0.127,4.51e-06,78.045,2.097333333,4
Queens of the Stone Age,No One Knows,0.509,0.584,-4.907,1,0.057,0.0368,0.384,6.8500000000000005e-06,170.411,278747.0,4
The Kingsmen,Louie Louie,0.623,0.709,-9.818,0,0.0636,0.102,0.0967,9.479999999999999e-06,122.394,165381.0,4
The Movement,Set Sail,0.747,0.657,-5.993,1,0.0524,0.216,0.0844,7.26e-06,96.288,216477.0,4
Tammy Wynette,You and Me,0.458,0.234,-14.843,1,0.0273,0.584,0.182,1.97e-06,77.317,3.34045,3
"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made Of This) - Live,0.57,0.703,-13.831,0,0.0346,0.0202,0.967,7.46e-06,127.805,3.80555,4
Kota the Friend,Wolves,0.613,0.686,-5.75,1,0.107,0.0952,0.187,5e-06,80.014,233531.0,4
Derek & The Dominos,Have You Ever Loved A Woman? - 40th Anniversary Version / 2010 Remastered,0.303,0.648,-6.795,1,0.0512,0.642,0.407,6.44e-06,170.379,412960.0,3
Sarit Hadad,Ze Sheshomer Alay - Offer Nissim & Yinon Yahel Remix,0.592,0.974,-1.917,0,0.0796,0.0145,0.354,3.72e-06,127.996,495293.0,4
Hard Working Americans,It Runs Together,0.61,0.548,-10.408,0,0.0555,0.775,0.425,4.129999999999999e-06,103.983,202423.0,4
"Umashankar Kathak, Jayesh Kathak, Nakash Aziz",Naina Morey - Redefined,0.255,0.537,-11.189,1,0.0835,0.428,0.0608,4.99e-06,75.634,3.38065,4
Barns Courtney,Kicks,0.64,0.83,-5.43,0,0.0652,0.129,0.29,6.2e-06,95.004,195173.0,4
Grateful Dead,Ripple - Live,0.496,0.338,-13.274,1,0.0421,0.678,0.877,4.18e-06,62.408,267187.0,4
Don't Know Why,Ghostly Kisses,0.258,0.321,-11.629,0,0.0307,0.612,0.453,6.410000000000001e-07,70.015,3.1551,3
Talking Heads,Once in a Lifetime - 2005 Remaster,0.644,0.919,-6.289,1,0.0561,0.181,0.622,8.71e-06,117.459,4.33178333,4
Cerabiel,Quartet For Now,0.0887,0.192,-19.066,1,0.0395,0.983,0.0903,3.9300000000000004e-07,86.728,2.020866667,1
Westlife,Why Do I Love You,0.649,0.699,-5.902,1,0.0252,0.0823,0.102,7.33e-06,94.982,3.636,4
Paul Jacobs,Christopher Robbins,0.532,0.889,-8.604,1,0.0931,0.319,0.0398,7.78e-06,180.072,225250.0,3
Nightwish,How's the Heart?,0.543,0.643,-8.649,0,0.0278,0.00448,0.111,2.7200000000000002e-06,104.006,302179.0,4
Atlas Genius,Elegant Strangers,0.439,0.863,-5.242,1,0.0466,0.000964,0.292,4.98e-06,170.017,232853.0,4
Mastodon,Colony of Birchmen,0.416,0.927,-3.257,1,0.0844,3.29e-05,0.0782,3.39e-06,125.758,259693.0,4
Devika,Barkha Bahar,0.507,0.471,-9.256,0,0.035,0.622,0.0723,4.129999999999999e-06,159.876,6.324216667,4
Silverstein,Bankrupt,0.428,0.922,-4.029,1,0.0891,0.000329,0.149,2.96e-06,82.907,200800.0,4
System Of A Down,B.Y.O.B.,0.538,0.981,-2.688,0,0.14,0.00662,0.219,7.11e-06,101.414,255467.0,4
Eric B. & Rakim,Know The Ledge,0.793,0.907,-7.461,1,0.182,0.0231,0.0798,8.259999999999999e-06,115.634,238827.0,4
The Electric Prunes,I Had Too Much to Dream (Last Night),0.341,0.714,-7.998,0,0.0404,0.354,0.31,4.1199999999999995e-06,147.604,178144.0,4
"Antonín Dvořák, Kian Soltani, Staatskapelle Berlin, Cellists","From the Bohemian Forest, Op. 68, B. 133: V. Silent Woods (Arr. Niefind & Ribke For Solo Cello and Cello Ensemble)",0.0921,0.04,-26.075,1,0.0473,0.926,0.125,3.8899999999999995e-07,85.38,5.978216667,4
Russ,UGLY (feat. Lil Baby),0.713,0.663,-5.113,1,0.149,0.0641,0.324,7.870000000000001e-06,104.99,194286.0,4
Mos Def,UMI Says,0.72,0.67,-10.224,1,0.132,0.305,0.0928,5.659999999999999e-06,121.342,305280.0,4
Moƒüollar,Iklƒ±ƒü D2D Session,0.645,0.401,-15.318,1,0.0493,0.0658,0.0879,1.02e-06,110.263,169747.0,4
XXXTENTACION,Revenge,0.746,0.251,-16.169,0,0.259,0.782,0.106,1.8e-06,139.999,120027.0,4
Ploho,–•–æ—Ç–µ—Ç—å —Ç–µ–ø–ª–∞,0.176,0.942,-4.435,0,0.139,0.567,0.574,2.73e-06,160.066,264751.0,4
The Doobie Brothers,China Grove,0.623,0.91,-8.448,1,0.0384,0.319,0.081,7.45e-06,145.624,195307.0,4
Backstreet Boys,She's a Dream,0.376,0.667,-7.585,1,0.151,0.171,0.186,3.94e-06,94.246,3.972883333,4
Them,Gloria - Stereo Version,0.641,0.703,-10.434,1,0.0518,0.397,0.104,7.2199999999999995e-06,129.118,156800.0,4
"Bobby ""Blue"" Bland",Farther Up The Road - Single Version,0.487,0.407,-11.082,1,0.0399,0.451,0.245,6.47e-06,104.634,177827.0,4
Howlin' Sun,The Day Took My Sunshine Away,0.417,0.608,-6.848,1,0.0339,0.213,0.305,4.79e-06,96.842,181286.0,3
Adia Victoria,South Gotta Change,0.679,0.569,-8.151,0,0.0334,0.036,0.118,6.53e-06,90.005,225267.0,4
Lucky Peterson,Joy,0.718,0.388,-11.233,0,0.0541,0.814,0.327,9.06e-06,99.725,229253.0,4
Nico,These Days,0.401,0.13,-17.638,1,0.0312,0.989,0.101,2.13e-06,93.091,210653.0,4
L.A. WITCH,Fire Starter,0.203,0.833,-3.529,1,0.0339,2.7e-05,0.318,6.650000000000001e-06,155.117,201213.0,4
The Strumbellas,Spirits,0.556,0.658,-6.075,1,0.0265,0.164,0.113,7.870000000000001e-06,80.529,203653.0,4
Softcult,Another Bish,0.556,0.541,-6.018,1,0.0292,0.00476,0.128,5.53e-06,96.531,175421.0,4
The Jailbirds,I Will Move On,0.405,0.735,-7.571,0,0.0415,0.00089,0.0691,5.24e-06,94.032,200978.0,3
